index	text	sentiment	speaker	sentiment	movingave (bin20)	movingave
3287	"Knowing the truth about the vanishing did not lessen their opinion of Bilbo at all; for they saw that he had some wits, as well as luck and a magic ring-and all three are very useful possessions."	  Negative	Bilbo Baggins	-1	-0.31707	0.012419
3288	"In fact they praised him so much that Bilbo began to feel there really was something of a bold adventurer about himself after all, though he I would have felt a lot bolder still, if there had been anything to eat."	  Negative	Bilbo Baggins	-1	-0.34146	-0.011971
3289	"But there was nothing, nothing at all; and none of them Were fit to go and look for anything, or to search for the lost path."	  Neutral	None	0	-0.36585	-0.036361
3290	The lost path!	  Neutral	None	0	-0.39024	-0.060751
3291	No other idea would come into Bilbo's tired head.	  Negative	Bilbo Baggins	-1	-0.41463	-0.085141
3292	He just sat staring in front of him at the endless trees; and after a while they all fell silent again.	  Very negative	None	-2	-0.41463	-0.085141
3293	All except Balin.	  Neutral	Balin	0	-0.43902	-0.10953
3294	"Long after the others had stopped talking and shut their eyes, he kept on muttering and chuckling to himself."	  Negative	None	-1	-0.43902	-0.10953
3295	Gollum!	  Neutral	Gollum	0	-0.43902	-0.10953
3296	Well I'm blest!	  Neutral	None	0	-0.46341	-0.13392
3297	So that's how he sneaked past me is it?	  Neutral	None	0	-0.4878	-0.15831
3298	Now I know!	  Neutral	None	0	-0.5122	-0.18271
3299	"Just crept quietly along did you, Mr. Baggins?"	  Neutral	None	0	-0.5122	-0.18271
3300	Buttons all over the doorstep?	  Neutral	None	0	-0.4878	-0.15831
3301	"Good old Bilbo-Bilbo-Bilbo-bo-bo-bo-"" And then he fell asleep, and there was complete silence for a long time."	  Very negative	None	-2	-0.4878	-0.15831
3302	"All of a sudden Dwalin opened an eye, and looked round at them."	  Positive	Dwalin	1	-0.43902	-0.10953
3303	Where is Thorin?	  Neutral	Thorin Oakenshield	0	-0.43902	-0.10953
3304	 he asked.	  Neutral	None	0	-0.46341	-0.13392
3305	It was a terrible shock.	  Neutral	None	0	-0.46341	-0.13392
3306	"Of course there were only thirteen of them, twelve dwarves and the hobbit."	  Neutral	None	0	-0.46341	-0.13392
3307	Where indeed was Thorin?	  Neutral	Thorin Oakenshield	0	-0.46341	-0.13392
3308	"They wondered what evil fate had befallen him, magic or dark monsters; and shuddered as they lay lost in the forest."	  Negative	None	-1	-0.43902	-0.10953
3309	"There they dropped off one by one into uncomfortable sleep full of horrible dreams, as evening wore to black night; and there we must leave them for the present, too sick and weary to set guards or take turns watching."	  Very negative	None	-2	-0.41463	-0.085141
3310	Thorin had been caught much faster than they had.	  Neutral	Thorin Oakenshield	0	-0.36585	-0.036361
3311	"You remember Bilbo falling like a log into sleep, as he stepped into a circle of light?"	  Negative	Bilbo Baggins	-1	-0.36585	-0.036361
3312	"The next time it had been Thorin who stepped forward, and as the lights went out he fell like a stone enchanted."	  Negative	Thorin Oakenshield	-1	-0.36585	-0.036361
3313	"All the noise of the dwarves lost in the night, their cries as the spiders caught them and bound them, and all the sounds of the battle next day, had passed over him unheard."	  Negative	None	-1	-0.31707	0.012419
3314	"Then the Wood-elves had come to him, and bound him, and carried him away."	  Neutral	None	0	-0.34146	-0.011971
3315	"The feasting people were Wood-elves, of course."	  Neutral	None	0	-0.34146	-0.011971
3316	These are not wicked folk.	  Neutral	None	0	-0.36585	-0.036361
3317	If they have a fault it is distrust of strangers.	  Negative	None	-1	-0.36585	-0.036361
3318	"Though their magic was strong, even in those days they were wary."	  Negative	None	-1	-0.39024	-0.060751
3319	"They differed from the High Elves of the West, and were more dangerous and less wise."	  Neutral	None	0	-0.39024	-0.060751
3320	For most of them (together with their scattered relations in the hills and mountains) were descended from the ancient tribes that never went to Faerie in the West.	  Neutral	None	0	-0.39024	-0.060751
3321	"There the Light-elves and the Deep-elves and the Sea-elves went and lived for ages, and grew fairer and wiser and more learned, and invented their magic and their cunning craft, in the making of beautiful and marvellous things, before some came back into the Wide World."	  Neutral	None	0	-0.41463	-0.085141
3322	In the Wide World the Wood-elves lingered in the twilight of our Sun and Moon but loved best the stars; and they wandered in the great forests that grew tall in lands that are now lost.	  Positive	None	1	-0.36585	-0.036361
3323	"They dwelt most often by the edges of the woods, from which they could escape at times to hunt, or to ride and run over the open lands by moonlight or starlight; and after the coming of Men they took ever more and more to the gloaming and the dusk."	  Negative	None	-1	-0.39024	-0.060751
3324	"Still elves they were and remain, and that is Good People."	  Negative	None	-1	-0.39024	-0.060751
3325	In a great cave some miles within the edge of Mirkwood on its eastern side there lived at this time their greatest king.	  Negative	None	-1	-0.39024	-0.060751
3326	Before his huge doors of stone a river ran out of the heights of the forest and flowed on and out into the marshes at the feet of the high wooded lands.	  Negative	None	-1	-0.39024	-0.060751
3327	"This great cave, from which countless smaller ones opened out on every side, wound far underground and had many passages and wide halls; but it was lighter and more wholesome than any goblin-dwelling, and neither so deep nor so dangerous."	  Negative	None	-1	-0.39024	-0.060751
3328	"In fact the subjects of the king mostly lived and hunted in the open woods, and had houses or huts on the ground and in the branches."	  Neutral	None	0	-0.36585	-0.036361
3329	The beeches were their favourite trees.	  Neutral	None	0	-0.34146	-0.011971
3330	"The king's cave was his palace, and the strong place of his treasure, and the fortress of his people against their enemies."	  Very positive	None	2	-0.29268	0.036809
3331	It was also the dungeon of his prisoners.	  Neutral	None	0	-0.34146	-0.011971
3332	"So to the cave they dragged Thorin-not too gently, for they did not love dwarves, and thought he was an enemy."	  Negative	None	-1	-0.31707	0.012419
3333	"In ancient days they had had wars with some of the dwarves, whom they accused of stealing their treasure."	  Neutral	None	0	-0.29268	0.036809
3334	"It is only fair to say that the dwarves gave a different account, and said that they only took what was their due, for the elf-king had bar- gained with them to shape his raw gold and silver, and had afterwards refused to give them their pay."	  Negative	None	-1	-0.29268	0.036809
3335	"If the elf-king had a weakness it was for treasure, especially for silver and white gems; and though his hoard was rich, he was ever eager for more, since he had not yet as great a treasure as other elf-lords of old."	  Negative	None	-1	-0.31707	0.012419
3336	"His people neither mined nor worked metals or jewels, nor did they bother much with trade or with tilling the earth."	  Negative	None	-1	-0.31707	0.012419
3337	"All this was well known to every dwarf, though Thorin's family had had nothing to do with the old quarrel I have spoken of."	  Neutral	Thorin Oakenshield	0	-0.34146	-0.011971
3338	"Consequently Thorin was angry at their treatment of him, when they took their spell off him and he came to his senses; and also he was determined that no word of gold or jewels should be dragged out of him."	  Negative	Thorin Oakenshield	-1	-0.29268	0.036809
3339	"The king looked sternly on Thorin, when he was brought before him, and asked him many questions."	  Neutral	Thorin Oakenshield	0	-0.29268	0.036809
3340	But Thorin would only say that he was starving.	  Neutral	Thorin Oakenshield	0	-0.31707	0.012419
3341	Why did you and your folk three times try to attack my people at their merrymaking?	  Negative	None	-1	-0.34146	-0.011971
3342	 asked the king.	  Neutral	None	0	-0.34146	-0.011971
3343	"We did not attack them, answered Thorin; ""we came to beg, because we were starving."	  Neutral	Thorin Oakenshield	0	-0.36585	-0.036361
3344	" Where are your friends now, and what are they doing?"	  Neutral	None	0	-0.36585	-0.036361
3345	" I don't know, but I expect starving in the forest."	  Neutral	None	0	-0.36585	-0.036361
3346	 What were you doing in the forest?	  Neutral	None	0	-0.36585	-0.036361
3347	" Looking for food and drink, because we were starving."	  Neutral	None	0	-0.34146	-0.011971
3348	 But what brought you into the forest at all?	  Positive	None	1	-0.36585	-0.036361
3349	 asked the king angrily.	  Neutral	None	0	-0.39024	-0.060751
3350	At that Thorin shut his mouth and would not say another word.	  Neutral	Thorin Oakenshield	0	-0.39024	-0.060751
3351	Very well!	  Very negative	None	-2	-0.46341	-0.13392
3352	 said the king.	  Neutral	None	0	-0.46341	-0.13392
3353	"Take him away and keep him safe, until he feels inclined to tell the truth, even if he waits a hundred years."	  Neutral	None	0	-0.46341	-0.13392
3354	"'"" Then the elves put thongs on him, and shut him in one of the inmost caves with strong wooden doors, and left him."	  Negative	None	-1	-0.46341	-0.13392
3355	"They gave him food and drink, plenty of both, if not very fine; for Wood-elves were not goblins, and were reasonably well-behaved even to their worst enemies, when they captured them."	  Negative	None	-1	-0.43902	-0.10953
3356	The giant spiders were the only living things that they had no mercy upon.	  Neutral	None	0	-0.41463	-0.085141
3357	"There in the king's dungeon poor Thorin lay; and after he had got over his thankfulness for bread and meat and water, he began to wonder what had become of his unfortunate friends."	  Negative	Thorin Oakenshield	-1	-0.41463	-0.085141
3358	It was not very long before he discovered; but that belongs to the next chapter and the beginning of another adventure in which the hobbit again showed his usefulness.	  Positive	None	1	-0.43902	-0.10953
3359	 9  Barrels Out of Bond  The day after the battle with the spiders Bilbo and the dwarves made one last despairing effort to find a way out before they died of hunger and thirst.	  Negative	Bilbo Baggins	-1	-0.41463	-0.085141
3360	They got up and staggered on in the direction which eight out of the thirteen of them guessed to be the one in which the path lay; but they never found out if they were right.	  Negative	None	-1	-0.41463	-0.085141
3361	"Such day as there ever was in the forest was fading once more into the blackness of night, when suddenly out sprang the light of many torches all round them, like hundreds of red stars."	  Negative	None	-1	-0.41463	-0.085141
3362	Out leaped Wood-elves with their bows and spears and called the dwarves to halt.	  Neutral	None	0	-0.39024	-0.060751
3363	There was no thought of a fight.	  Neutral	None	0	-0.41463	-0.085141
3364	"Even if the dwarves had not been in such a state that they were actually glad to be captured, their small knives, the only weapons they had, would have been of no use against the arrows of the elves that could hit a bird's eye in the dark."	  Negative	None	-1	-0.41463	-0.085141
3365	"So they simply stopped dead and sat down and waited-all except Bilbo, who popped on his ring and slipped quickly to one side."	  Negative	Bilbo Baggins	-1	-0.41463	-0.085141
3366	"That is why, when the elves bound the dwarves in a long line, one behind the other, and counted them, they never found or counted the hobbit."	  Negative	None	-1	-0.43902	-0.10953
3367	Nor did they hear or feel him trotting along well behind their torch-light as they led off their prisoners into the forest.	  Neutral	None	0	-0.43902	-0.10953
3368	"Each dwarf was blindfold, but that did not make much difference, for even Bilbo with the use of his eyes could not see where they were going, and neither he nor the others knew where they had started from anyway."	  Very negative	Bilbo Baggins	-2	-0.43902	-0.10953
3369	"Bilbo had all he could do to keep up with the torches, for the elves were making the dwarves go as fast as ever they could, sick and weary as they were."	  Negative	Bilbo Baggins	-1	-0.46341	-0.13392
3370	The king had ordered them to make haste.	  Neutral	None	0	-0.46341	-0.13392
3371	"Suddenly the torches stopped, and the hobbit had just time to catch them up before they began to cross the bridge."	  Negative	None	-1	-0.46341	-0.13392
3372	This was the bridge that led across the river to the king's doors.	  Neutral	None	0	-0.43902	-0.10953
3373	The water flowed dark and swift and strong beneath; and at the far end were gates before the mouth of a huge cave that ran into the side of a steep slope covered with trees.	  Negative	None	-1	-0.43902	-0.10953
3374	"There the great beeches came right down to the bank, till their feet were in the stream."	  Neutral	None	0	-0.43902	-0.10953
3375	"Across this bridge the elves thrust their prisoners, but Bilbo hesitated in the rear."	  Neutral	Bilbo Baggins	0	-0.39024	-0.060751
3376	"He did not at all like the look of the cavern-mouth and he only made up his mind not to desert his friends just in time to scuttle over at the heels of the fast elves, before the great gates of the king closed behind them with a clang."	  Neutral	None	0	-0.36585	-0.036361
3377	"Inside the passages were lit with red torch-light, and the elf-guards sang as they marched along the twisting, crossing, and echoing paths."	  Negative	None	-1	-0.39024	-0.060751
3378	"These were not like those of the goblin-cities: they were smaller, less deep underground, and filled with a cleaner air."	  Negative	None	-1	-0.36585	-0.036361
3379	In a great hall with pillars hewn out of the living stone sat the Elvenking on a chair of carven wood.	  Neutral	The Elvenking	0	-0.41463	-0.085141
3380	"On his head was a crown of berries and red leaves, for the autumn was come again."	  Neutral	None	0	-0.39024	-0.060751
3381	In the spring he wore a crown of woodland flowers.	  Neutral	None	0	-0.36585	-0.036361
3382	In his hand he held a carven staff of oak.	  Neutral	None	0	-0.31707	0.012419
3383	"The prisoners were brought before him; and though he looked grimly at them, he told his men to unbind them, for they were ragged and weary."	  Negative	None	-1	-0.31707	0.012419
3384	"Besides they need no ropes in here, said he."	  Neutral	None	0	-0.34146	-0.011971
3385	There is no escape from my magic doors for those who are once brought inside.	  Neutral	None	0	-0.34146	-0.011971
3386	" Long and searchingly he questioned the dwarves about their doings, and where they were going to, and where they were coming from; but he got little more news out of them than out of Thorin."	  Negative	Thorin Oakenshield	-1	-0.34146	-0.011971
3387	They were surly and angry and did not even pretend to be polite.	  Neutral	None	0	-0.34146	-0.011971
3388	"What have we done, O king?"	  Neutral	None	0	-0.36585	-0.036361
3389	" said Balin, who was the eldest left."	  Neutral	Balin	0	-0.31707	0.012419
3390	"Is it a crime to be lost in the forest, to be hungry and thirsty, to be trapped by spiders?"	  Neutral	None	0	-0.29268	0.036809
3391	"Are the spiders your tame beasts or your pets, if killing them makes you angry?"	  Neutral	None	0	-0.31707	0.012419
3392	" Such a question of course made the king angrier than ever, and he answered: It is a crime to wander in my realm without leave."	  Negative	None	-1	-0.29268	0.036809
3393	"Do you forget that you were in my kingdom, using the road that my people made?"	  Neutral	None	0	-0.29268	0.036809
3394	Did you not three times pursue and trouble my people in the forest and ' rouse the spiders with your riot and clamour?	  Neutral	None	0	-0.29268	0.036809
3395	"After all the disturbance you have made I have a right to know what brings you here, and if you will not tell me now, I will keep you all in prison until you have learned sense and manners!"	  Positive	None	1	-0.31707	0.012419
3396	" Then he ordered the dwarves each to be put in a separate cell and to be given food and drink, but not to be allowed to pass the doors of their little prisons, until one at least of them was willing to tell him all he wanted to know."	  Neutral	None	0	-0.34146	-0.011971
3397	But be did not tell them that Thorin was also a prisoner with him.	  Negative	Thorin Oakenshield	-1	-0.34146	-0.011971
3398	It was Bilbo who found that out.	  Neutral	Bilbo Baggins	0	-0.34146	-0.011971
3399	"Poor Mr. Baggins - it was a weary long time that he lived in that place all alone, and always in hiding, never daring to take off his ring, hardly daring to sleep, even tucked away in the darkest and remotest comers he could find."	  Negative	None	-1	-0.31707	0.012419
3400	For something to do he took to wandering about the Elven-king's palace.	  Neutral	None	0	-0.34146	-0.011971
3401	"Magic shut the gates, but be could sometimes get out, if he was quick."	  Neutral	None	0	-0.36585	-0.036361
3402	"Companies of the Wood-elves, sometimes with the king at their head, would from time to time ride out to hunt, or to other business in the woods and in the lands to the East."	  Positive	None	1	-0.36585	-0.036361
3403	"Then if Bilbo was very nimble, he could slip out just behind them; though it was a dangerous thing to do."	  Neutral	Bilbo Baggins	0	-0.36585	-0.036361
3404	"More than once he was nearly caught in the doors, as they clashed together when the last elf passed; yet he did not dare to march among them because of his shadow (altogether thin and wobbly as it was in torch-light), or for fear of being bumped into and discovered."	  Negative	None	-1	-0.36585	-0.036361
3405	"And when he did go out, which was not very often, he did no good."	  Negative	None	-1	-0.34146	-0.011971
3406	"He did not wish to desert the dwarves, and indeed he did not know where in the world to go without them."	  Negative	None	-1	-0.34146	-0.011971
3407	"He could not keep up with the hunting elves all the time they were out, so he never discovered the ways out of the wood, and was left to wander miserably in the forest, terrified of losing himself, until a chance came of returning."	  Negative	None	-1	-0.34146	-0.011971
3408	"He was hungry too outside, for he was no hunter; but inside the caves he could pick up a living of some sort by stealing food from store or table when no one was at hand."	  Negative	None	-1	-0.36585	-0.036361
3409	"I am like a burglar that can't get away, but must go on miserably burgling the same house day after day, he thought."	  Neutral	None	0	-0.39024	-0.060751
3410	"This is the dreariest and dullest part of all this wretched, tiresome, uncomfortable adventure!"	  Neutral	None	0	-0.41463	-0.085141
3411	I wish I was back in my hobbit-hole by my own warm fireside with the lamp shining!	  Negative	None	-1	-0.41463	-0.085141
3412	" He often wished, too, that he could get a message for help sent to the wizard, but that of course was quite impossible; and he soon realized that if anything was to be done, it would have to be done by Mr. Baggins, alone and unaided."	  Neutral	None	0	-0.41463	-0.085141
3413	"Eventually, after a week or two of this sneaking sort of life, by watching and following the guards and taking what chances he could, he managed to find out where each dwarf was kept."	  Neutral	None	0	-0.39024	-0.060751
3414	"He found all their twelve cells in different parts of the palace, and after a time he got to know his way about very well."	  Negative	None	-1	-0.41463	-0.085141
3415	"What was his surprise one day to overhear some of the guards talking and to learn that there was another dwarf in prison too, in a specially deep dark place."	  Negative	None	-1	-0.43902	-0.10953
3416	"He guessed at once, of course, that that was Thorin; and after a while he found that his guess was right."	  Negative	Thorin Oakenshield	-1	-0.46341	-0.13392
3417	"At last after many difficulties he managed to find the place when no one was about, and to have a word with the chief of the dwarves."	  Neutral	None	0	-0.43902	-0.10953
3418	"Thorin was too wretched to be angry any longer at his misfortunes, and was even beginning to think of telling the king all about his treasure and his quest (which shows how low-spirited he had become), when he heard Bilbo's little voice at his keyhole."	  Negative	Bilbo Baggins	-1	-0.41463	-0.085141
3419	He could hardly believe his ears.	  Neutral	None	0	-0.43902	-0.10953
3420	"Soon however he made up his mind that he could not be mistaken, and he came to the door and had a long whispered talk with the hobbit on the other side."	  Negative	None	-1	-0.41463	-0.085141
3421	"So it was that Bilbo was able to take secretly Thorin's message to each of the other imprisoned dwarves, telling them that Thorin their chief was also in prison close at hand, and that no one was to reveal their errand to the long, not yet, not before Thorin gave the word."	  Negative	Bilbo Baggins	-1	-0.43902	-0.10953
3422	"For Thorin had taken heart again hearing how the hobbit had rescued his companions from the spiders, and was determined once more not to ransom himself with promises to the king of a share in the treasure, until all hope of escaping in any other way had disappeared; until in fact the remarkable Mr. Invisible Baggins (of whom he began to have a very high opinion indeed) had altogether failed to think of something clever."	  Neutral	Thorin Oakenshield	0	-0.46341	-0.13392
3423	The other dwarves quite agreed when they got the message.	  Neutral	None	0	-0.5122	-0.18271
3424	"They all thought their own shares in the treasure (which they quite regarded as theirs, in spite of their plight and the still unconquered dragon) would suffer seriously if the Wood-elves claimed part of it, and they all trusted Bilbo."	  Negative	Bilbo Baggins	-1	-0.53659	-0.2071
3425	"Just what Gandalf had said would happen, you see."	  Positive	Gandalf	1	-0.5122	-0.18271
3426	Perhaps that war part of his reason for going off and leaving them.	  Neutral	None	0	-0.5122	-0.18271
3427	"Bilbo, however, did not feel nearly so hopeful as they did."	  Negative	Bilbo Baggins	-1	-0.5122	-0.18271
3428	"He did not like being depended on by everyone, and he wished he had the wizard at hand."	  Negative	None	-1	-0.5122	-0.18271
3429	But that was no use: probably all the dark distance of Mirkwood lay between them.	  Negative	None	-1	-0.5122	-0.18271
3430	"He sat and thought and thought, until his head nearly burst, but no bright idea would come."	  Negative	None	-1	-0.5122	-0.18271
3431	"One invisible ring was a very fine thing, but it was not much good among fourteen."	  Neutral	None	0	-0.5122	-0.18271
3432	"But of course, as you have guessed, he did rescue his friends in the end, and this is how it happened."	  Neutral	None	0	-0.4878	-0.15831
3433	"One day, nosing and wandering about."	  Neutral	None	0	-0.4878	-0.15831
3434	Bilbo discovered a very interesting thing: the great gates were not the only entrance to the caves.	  Negative	Bilbo Baggins	-1	-0.4878	-0.15831
3435	"A stream flowed under part of the lowest regions of the palace, and joined the Forest River some way further to the east, beyond the steep slope out of which the main mouth opened."	  Negative	None	-1	-0.41463	-0.085141
3436	Where this underground watercourse came forth from the hillside there was a water-gate.	  Neutral	None	0	-0.41463	-0.085141
3437	"There the rocky roof came down close to the surface of the stream, and from it a portcullis could be dropped right to the bed of the river to prevent anyone coming in or out that way."	  Positive	None	1	-0.43902	-0.10953
3438	"But the portcullis was often open, for a good deal of traffic went out and in by the water-gate."	  Neutral	None	0	-0.46341	-0.13392
3439	"If anyone had come in that way, he would have found himself in a dark rough tunnel leading deep into the heart of the hill; but at one point where it passed under the caves the roof had been cut away and covered with great oaken trapdoors."	  Negative	None	-1	-0.43902	-0.10953
3440	These opened upwards into the king's cellars.	  Neutral	None	0	-0.46341	-0.13392
3441	"There stood barrels, and barrels, and barrels; for the Wood-elves, and especially their king, were very fond of wine, though no vines grew in those parts."	  Negative	None	-1	-0.43902	-0.10953
3442	"The wine, and other goods, were brought from far away, from their kinsfolk in the South, or from the vineyards of Men in distant lands."	  Negative	None	-1	-0.43902	-0.10953
3443	"Hiding behind one of the largest barrels Bilbo discovered the trapdoors and their use, and lurking there, listening to the talk of the king's servants, he learned how the wine and other goods came up the rivers, or over land, to the Long Lake."	  Negative	Bilbo Baggins	-1	-0.4878	-0.15831
3444	"It seemed a town of Men still throve there, built out on bridges far into the water as a protection against enemies of all sorts, and especially against the dragon of the Mountain."	  Negative	None	-1	-0.5122	-0.18271
3445	From Lake-town the barrels were brought up the Forest River.	  Neutral	None	0	-0.4878	-0.15831
3446	Often they were just tied together like big rafts and poled or rowed up the stream; sometimes they were loaded on to flat boats.	  Negative	None	-1	-0.53659	-0.2071
3447	"When the barrels were empty the elves cast them through the trapdoors, opened the water-gate, and out the barrels floated on the stream, bobbing along, until they were carried by the current to a place far down the river where the bank jutted out, near to the very eastern edge of Mirkwood."	  Negative	None	-1	-0.56098	-0.23149
3448	"There they were collected and tied together and floated back to Lake-town, which stood close to the point where the Forest River flowed into the Long Lake."	  Negative	None	-1	-0.53659	-0.2071
3449	"For some time Bilbo sat and thought about this water-gate, and wondered if it could be used for the escape of his friends, and at last he had the desperate beginnings of a plan."	  Negative	Bilbo Baggins	-1	-0.53659	-0.2071
3450	The evening meal had been taken to the prisoners.	  Neutral	None	0	-0.5122	-0.18271
3451	The guards were tramping away down the passages taking the torch-light with them and leaving everything in darkness.	  Neutral	None	0	-0.4878	-0.15831
3452	Then Bilbo heard the king's butler bidding the chief of the guards good-night.	  Neutral	Bilbo Baggins	0	-0.4878	-0.15831
3453	"Now come with me, he said, ""and taste the new wine that has just come in."	  Neutral	None	0	-0.5122	-0.18271
3454	"I shall be hard at work tonight clearing the cellars of the empty wood, so let us have a drink first to help the labour."	  Neutral	None	0	-0.53659	-0.2071
3455	" Very good,"" laughed the chief of the guards."	  Very positive	None	2	-0.4878	-0.15831
3456	"I'll taste with you, and see if it is fit for the king's table."	  Negative	None	-1	-0.43902	-0.10953
3457	There is a feast tonight and it would not do to send up poor stuff!	  Very negative	None	-2	-0.43902	-0.10953
3458	" When he heard this Bilbo was all in a flutter, for he saw that luck was with him and he had a chance at once to try his desperate plan."	  Negative	Bilbo Baggins	-1	-0.43902	-0.10953
3459	"He followed the two elves, until they entered a small cellar and sat down at a table on which two large flagons were set."	  Neutral	None	0	-0.43902	-0.10953
3460	Soon they began to drink and laugh merrily.	  Negative	None	-1	-0.41463	-0.085141
3461	Luck of an unusual kind was with Bilbo then.	  Neutral	Bilbo Baggins	0	-0.41463	-0.085141
3462	"It must be potent wine to make a wood-elf drowsy; but this wine, it would seem, was the heady vintage of the great gardens of Dorwinion, not meant for his soldiers or his servants, but for the king's feasts only, and for smaller bowls, not for the butler's great flagons."	  Negative	None	-1	-0.41463	-0.085141
3463	"Very soon the chief guard nodded his head, then he laid it on the table and fell fast asleep."	  Very negative	None	-2	-0.39024	-0.060751
3464	"The butler went on talking and laughing to himself for a while without seeming to notice, but soon his head too nodded to the table, and he fell asleep and snored beside his friend."	  Negative	None	-1	-0.36585	-0.036361
3465	Then in crept the hobbit.	  Neutral	None	0	-0.34146	-0.011971
3466	"Very soon the chief guard had no keys, but Bilbo was trotting as fast as he could along the passage towards the cells."	  Negative	Bilbo Baggins	-1	-0.36585	-0.036361
3467	"The great bunch seemed very heavy to his arms, and his heart was often in his mouth, in spite of his ring, for he could not prevent the keys from making every now and then a loud clink and clank, which put him all in a tremble."	  Negative	None	-1	-0.36585	-0.036361
3468	"First he unlocked Balin's door, and locked it again carefully as soon as the dwarf was outside."	  Neutral	Balin	0	-0.34146	-0.011971
3469	"Balin was most surprised, as you can imagine; but glad as he was to get out of his wearisome little stone room, he wanted to stop and ask questions, and know what Bilbo was going to do, and all about it."	  Negative	Balin	-1	-0.31707	0.012419
3470	No time now!	  Neutral	None	0	-0.31707	0.012419
3471	 said the hobbit.	  Neutral	None	0	-0.34146	-0.011971
3472	You must follow me!	  Neutral	None	0	-0.36585	-0.036361
3473	We must all keep together and not risk getting separated.	  Negative	None	-1	-0.36585	-0.036361
3474	"All of us must escape or none, and this is our last chance."	  Negative	None	-1	-0.39024	-0.060751
3475	"If this is found out, goodness knows where the king will put you next, with chains on your hands and feet too, I expect."	  Positive	None	1	-0.39024	-0.060751
3476	"Don't argue, there's a good fellow!"	  Positive	None	1	-0.46341	-0.13392
3477	" Then off he went from door to door, until his following had grown to twelve-none of them any too nimble, what with the dark, and what with their long imprisonment."	  Neutral	None	0	-0.46341	-0.13392
3478	"Bilbo's heart thumped every time one of them bumped into another, or grunted or whispered in the dark."	  Positive	Bilbo Baggins	1	-0.43902	-0.10953
3479	Drat this dwarvish racket!	  Neutral	None	0	-0.43902	-0.10953
3480	 he said to himself.	  Neutral	None	0	-0.46341	-0.13392
3481	"But all went well, and they met no guards."	  Neutral	None	0	-0.46341	-0.13392
3482	"As a matter of fact there was a great autumn feast in the woods that night, and in the halls above."	  Negative	None	-1	-0.46341	-0.13392
3483	Nearly all the king's folks were merrymaking.	  Neutral	None	0	-0.41463	-0.085141
3484	"At last after much blundering they came to Thorin's dungeon, far down in a deep place and fortunately not far from the cellars."	  Neutral	Thorin Oakenshield	0	-0.36585	-0.036361
3485	Upon my word!	  Neutral	None	0	-0.34146	-0.011971
3486	" said Thorin, when Bilbo whispered to him to come out and join his friends, Gandalf spoke true, as usual."	  Negative	Bilbo Baggins	-1	-0.34146	-0.011971
3487	"A pretty fine burglar you make, it seems, when the time comes."	  Negative	None	-1	-0.31707	0.012419
3488	"I am sure we are all for ever at your service, whatever happens after this."	  Neutral	None	0	-0.29268	0.036809
3489	But what comes next?	  Neutral	None	0	-0.29268	0.036809
3490	" Bilbo saw that the time had come to explain his idea, as far as he could; but he did not feel at all sure bow the dwarves would take it."	  Negative	Bilbo Baggins	-1	-0.26829	0.061199
3491	"His fears were quite justified, for they did not like it a bit, and started grumbling loudly in spite of their danger."	  Negative	None	-1	-0.26829	0.061199
3492	"We shall be bruised and battered to pieces, and drowned too, for certain!"	  Negative	None	-1	-0.26829	0.061199
3493	 they muttered.	  Neutral	None	0	-0.26829	0.061199
3494	"We thought you had got some sensible notion, when you managed to get hold of the keys."	  Negative	None	-1	-0.26829	0.061199
3495	This is a mad idea!	  Neutral	None	0	-0.26829	0.061199
3496	 Very well!	  Negative	None	-1	-0.31707	0.012419
3497	" said Bilbo very downcast, and also rather annoyed."	  Negative	Bilbo Baggins	-1	-0.34146	-0.011971
3498	"Come along back to your nice cells, and I will lock you all in again, and you can sit there comfortably and think of a better plan-but I don't suppose I shall ever get hold of the keys again, even if I feel inclined to try."	  Negative	None	-1	-0.34146	-0.011971
3499	" That was too much for them, and they calmed down."	  Negative	None	-1	-0.39024	-0.060751
3500	"In the end, of course, they had to do just what Bilbo suggested, because it was obviously impossible for them to try and find their way into the upper halls, or to fight their way out of gates that closed by magic; and it was no good grumbling in the passages until they were caught again."	  Negative	Bilbo Baggins	-1	-0.39024	-0.060751
3501	"So following the hobbit, down into the lowest cellars they crept."	  Negative	None	-1	-0.41463	-0.085141
3502	They passed a door through which the chief guard and the butler could be seen still happily snoring with smiles upon their faces.	  Neutral	None	0	-0.46341	-0.13392
3503	The wine of Dorwinion brings deep and pleasant dreams.	  Positive	None	1	-0.43902	-0.10953
3504	"There would be a different expression on the face of the chief guard next day, even though Bilbo, before they went on, stole in and kind-heartedly put the keys back on his belt."	  Neutral	Bilbo Baggins	0	-0.46341	-0.13392
3505	"That will save him some of the trouble he is in for, said Mr. Baggins to himself."	  Neutral	None	0	-0.43902	-0.10953
3506	"He wasn't a bad fellow, and quite decent to the prisoners."	  Neutral	None	0	-0.43902	-0.10953
3507	It will puzzle them all too.	  Neutral	None	0	-0.41463	-0.085141
3508	They will think we had a very strong magic to pass through all those locked doors and disappear.	  Neutral	None	0	-0.39024	-0.060751
3509	Disappear!	  Neutral	None	0	-0.39024	-0.060751
3510	"We have got to get busy very quick, if that is to happen!"	  Neutral	None	0	-0.39024	-0.060751
3511	 Balin was told off to watch the guard and the butler and give warning if they stirred.	  Neutral	Balin	0	-0.36585	-0.036361
